"","wordcloud_bigram_vi$ngrams","cat_sent_vi","wordcloud_bigram_vi$freq"
"3854","calls days ","Neutral",2
"3855","phone mins ","Neutral",2
"3856","cancel dd ","Negative",2
"3857","seem unable ","Negative",2
"3858","gave £ ","Neutral",2
"3859","staff understand ","Neutral",2
"3860","system error ","Negative",2
"3861","phone despite ","Neutral",2
"3862","offer sim ","Positive",2
"3863","manager manager ","Neutral",2
"3864","well within ","Positive",2
"3865","nd phone ","Neutral",2
"3866","even told ","Neutral",2
"3867","heard manager ","Neutral",2
"3868","even without ","Neutral",2
"3869","going holiday ","Positive",2
"3870","company £ ","Neutral",2
"3871","pass one ","Neutral",2
"3872","sort phone ","Neutral",2
"3873","open contract ","Neutral",2
"3874","longer available ","Positive",2
"3875","staff one ","Neutral",2
"3876","ask name ","Neutral",2
"3877","use minutes ","Neutral",2
"3878","see bill ","Neutral",2
"3879","asked phone ","Neutral",2
"3880","know said ","Neutral",2
"3881","min time ","Neutral",2
"3882","e mail ","Neutral",2
"3883","two iphone ","Neutral",2
"3884","media offered ","Neutral",2
"3885","ended call ","Neutral",2
"3886","signal area ","Neutral",2
"3887","department useless ","Negative",2
"3888","another business ","Neutral",2
"3889","phone buy ","Neutral",2
"3890","look good ","Positive",2
"3891","system supposed ","Neutral",2
"3892","card old ","Neutral",2
"3893","unlocking phone ","Neutral",2
"3894","money next ","Positive",2
"3895","sim contact ","Positive",2
"3896","stars option ","Positive",2
"3897","contract wish ","Positive",2
"3898","try help ","Neutral",2
"3899","disgusting now ","Negative",2
"3900","distressing financially ","Negative",2
"3901","call starts ","Neutral",2
"3902","poor keeps ","Negative",2
"3903","longer mobile ","Neutral",2
"3904","everything gone ","Neutral",2
"3905","worst enemy"", ","Negative",2
"3906","ceo team ","Neutral",2
"3907","unused data ","Neutral",2
"3908","company unless ","Neutral",2
"3909","community forum ","Positive",2
"3910","handset credit ","Positive",2
"3911","people call ","Neutral",2
"3912","transferred third ","Neutral",2
"3913","move contract ","Neutral",2
"3914","without use ","Neutral",2
"3915","oct th ","Neutral",2
"3916","one accounts ","Neutral",2
"3917","lovely lady ","Positive",2
"3918","cheap deals ","Negative",2
"3919","years ve ","Neutral",2
"3920","m going ","Neutral",2
"3921","£ still ","Neutral",2
"3922","going cut ","Negative",2
"3923","said see ","Neutral",2
"3924","staff incompetent ","Negative",2
"3925","suspended phone ","Negative",2
"3926","never mind ","Neutral",2
"3927","talking brick ","Neutral",2
"3928","charges refunded ","Positive",2
"3929","account close ","Neutral",2
"3930","take issue ","Neutral",2
"3931","money even ","Positive",2
"3932","trying sim ","Neutral",2
"3933","long conversation ","Neutral",2
"3934","every receipt ","Neutral",2
"3935","mobile companies ","Neutral",2
"3936","phone says ","Neutral",2
"3937","calls someone ","Neutral",2
"3938","call media ","Neutral",2
"3939","code hung ","Neutral",2
"3940","unfortunately use ","Negative",2
"3941","allowance without ","Neutral",2
"3942","voice recording ","Neutral",2
"3943","later stating ","Neutral",2
"3944","minimum minute ","Neutral",2
"3945","scam artists ","Negative",2
"3946","mobile better ","Positive",2
"3947","cause complaint ","Negative",2
"3948","party ombudsmen ","Neutral",2
"3949","want deal ","Positive",2
"3950","kind service ","Positive",2
"3951","offer told ","Positive",2
"3952","phone sign ","Neutral",2
"3953","care one ","Positive",2
"3954","cancelled old ","Negative",2
"3955","try tell ","Neutral",2
"3956","passed numerous ","Neutral",2
"3957","spoke rude ","Negative",2
"3958","also stated ","Neutral",2
"3959","plan back ","Neutral",2
"3960","contract new ","Positive",2
"3961","round trip ","Neutral",2
"3962","someone going ","Neutral",2
"3963","mobile app ","Neutral",2
"3964","different department ","Neutral",2
"3965","three instead ","Neutral",2
"3966","always really ","Neutral",2
"3967","charges sending ","Neutral",2
"3968","allow explain ","Positive",2
"3969","told different ","Neutral",2
"3970","come phone ","Neutral",2
"3971","new email ","Positive",2
"3972","soon asked ","Neutral",2
"3973","take business ","Neutral",2
"3974","payments date ","Neutral",2
"3975","month mobile ","Neutral",2
"3976","refused tell ","Negative",2
"3977","looking new ","Positive",2
"3978","give notice ","Neutral",2
"3979","contract course ","Neutral",2
"3980","company needs ","Neutral",2
"3981","told called ","Neutral",2
"3982","wrong even ","Negative",2
"3983","finally found ","Positive",2
"3984","treat like ","Positive",2
"3985","phone t ","Neutral",2
"3986","branson must ","Neutral",2
"3987","told hear ","Neutral",2
"3988","return calls ","Neutral",2
"3989","""mobile months ","Neutral",2
"3990","wife mobile ","Neutral",2
"3991","matter even ","Neutral",2
"3992","phone near ","Neutral",2
"3993","week phone ","Neutral",2
"3994","phone local ","Neutral",2
"3995","repeatedly asked ","Neutral",2
"3996","charged someone ","Neutral",2
"3997","expires june ","Neutral",2
"3998","sign mobile ","Neutral",2
"3999","told repeatedly ","Neutral",2
"4000","told handset ","Neutral",2
"4001","broadband package ","Neutral",2
"4002","disgusting service ","Negative",2
"4003","months tell ","Neutral",2
"4004","dreadful service ","Negative",2
"4005","now almost ","Neutral",2
"4006","goes wrong ","Negative",2
"4007","mobile last ","Neutral",2
"4008","minutes numbers ","Neutral",2
"4009","type service ","Neutral",2
"4010","contact centre ","Positive",2
"4011","d send ","Neutral",2
"4012","service teams ","Neutral",2
"4013","contract use ","Neutral",2
"4014","th dec ","Neutral",2
"4015","minutes put ","Neutral",2
"4016","sent bills ","Neutral",2
"4017","company"", 
""worst ","Negative",2
"4018","anyone company ","Neutral",2
"4019","years spent ","Negative",2
"4020","services now ","Neutral",2
"4021","advise avoid ","Positive",2
"4022","service terrible ","Negative",2
"4023","none available ","Positive",2
"4024","charge much ","Neutral",2
"4025","money cost ","Positive",2
"4026","call advised ","Neutral",2
"4027","phone rang ","Neutral",2
"4028","calls received ","Positive",2
"4029","stock week ","Neutral",2
"4030","work problem ","Negative",2
"4031","moving another ","Neutral",2
"4032","use media ","Neutral",2
"4033","previous provider ","Neutral",2
"4034","dodgy company ","Neutral",2
"4035","cant wait ","Negative",2
"4036","end keep ","Neutral",2
"4037","calls numerous ","Neutral",2
"4038","email saying ","Neutral",2
"4039","£ offer ","Positive",2
"4040","month now ","Neutral",2
"4041","way talk ","Positive",2
"4042","using service ","Neutral",2
"4043","obviously care ","Positive",2
"4044","contract email ","Neutral",2
"4045","package said ","Neutral",2
"4046","biggest regret ","Negative",2
"4047","agreed renew ","Positive",2
"4048","cost money ","Positive",2
"4049","four dd ","Neutral",2
"4050","back original ","Neutral",2
"4051","even urban ","Neutral",2
"4052","connected call ","Neutral",2
"4053","now minutes ","Neutral",2
"4054","case case ","Neutral",2
"4055","know getting ","Neutral",2
"4056","still nothing ","Neutral",2
"4057","now cut ","Negative",2
"4058","appalling attitude ","Negative",2
"4059","exit airtime ","Neutral",2
"4060","useless waste ","Negative",2
"4061","someone ring ","Neutral",2
"4062","current contract ","Neutral",2
"4063","told passed ","Neutral",2
"4064","horrendous service ","Negative",2
"4065","glad leaving ","Positive",2
"4066","total incompetence ","Negative",2
"4067","repair pack ","Neutral",2
"4068","virgins advice ","Neutral",2
"4069","period days ","Neutral",2
"4070","keep old ","Neutral",2
"4071","getting good ","Positive",2
"4072","owe £ ","Neutral",2
"4073","conversation phone ","Neutral",2
"4074","daughters contract ","Neutral",2
"4075","day saturday ","Neutral",2
"4076","contract need ","Neutral",2
"4077","service utter ","Neutral",2
"4078","still charge ","Neutral",2
"4079","anything complete ","Neutral",2
"4080","payments two ","Neutral",2
"4081","tried keep ","Neutral",2
"4082","old mom ","Neutral",2
"4083","much time ","Neutral",2
"4084","price offered ","Neutral",2
"4085","experienced anything ","Positive",2
"4086","better offer ","Positive",2
"4087","two contracts ","Neutral",2
"4088","good day ","Positive",2
"4089","chose smarty ","Neutral",2
"4090","phone internet ","Neutral",2
"4091","service proceeded ","Neutral",2
"4092","contract paid ","Neutral",2
"4093","contract already ","Neutral",2
"4094","sim good ","Positive",2
"4095","far long ","Neutral",2
"4096","coverage data ","Neutral",2
"4097","s £ ","Neutral",2
"4098","p per ","Neutral",2
"4099","refuse pay ","Negative",2
"4100","whole media ","Neutral",2
"4101","filled details ","Neutral",2
"4102","ask question ","Neutral",2
"4103","four mobile ","Neutral",2
"4104","service wish ","Positive",2
"4105","try sell ","Neutral",2
"4106","different one ","Neutral",2
"4107","please sanity ","Positive",2
"4108","able help ","Neutral",2
"4109","couple hours ","Neutral",2
"4110","try resolve ","Positive",2
"4111","account good ","Positive",2
"4112","self employed ","Neutral",2
"4113","data breach ","Negative",2
"4114","issue however ","Neutral",2
"4115","call now ","Neutral",2
"4116","like every ","Positive",2
"4117","total minutes ","Neutral",2
"4118","aggressive rude ","Negative",2
"4119","provider horrible ","Negative",2
"4120","mobile time ","Neutral",2
"4121","tell everyone ","Neutral",2
"4122","thing called ","Neutral",2
"4123","network ever ","Neutral",2
"4124","ve asked ","Neutral",2
"4125","bad mobile ","Negative",2
"4126","keeps dropping ","Neutral",2
"4127","giving days ","Positive",2
"4128","way expensive ","Negative",2
"4129","quite happy ","Positive",2
"4130","phone believe ","Neutral",2
"4131","transfer phone ","Neutral",2
"4132","changes made ","Neutral",2
"4133","customers fairly ","Positive",2
"4134","told notes ","Neutral",2
"4135","vm customer ","Neutral",2
"4136","whilst jamaica ","Neutral",2
"4137","cancellation contract ","Neutral",2
"4138","time took ","Neutral",2
"4139","phone end ","Neutral",2
"4140","satisfaction policy ","Neutral",2
"4141","even someone ","Neutral",2
"4142","set set ","Neutral",2
"4143","similar deal ","Positive",2
"4144","one problem ","Negative",2
"4145","simple task ","Negative",2
"4146","told investigation ","Neutral",2
"4147","gave another ","Neutral",2
"4148","sim tariff ","Negative",2
"4149","cancel line ","Negative",2
"4150","registered account ","Neutral",2
"4151","rectify problem ","Negative",2
"4152","members staff ","Neutral",2
"4153","days cancellation ","Neutral",2
"4154","refused saying ","Negative",2
"4155","cancel day ","Negative",2
"4156","wrong one ","Negative",2
"4157","give sim ","Neutral",2
"4158","minutes someone ","Neutral",2
"4159","roaming even ","Neutral",2
"4160","fixed minutes ","Neutral",2
"4161","mobile since ","Neutral",2
"4162","five minutes ","Neutral",2
"4163","number cancel ","Negative",2
"4164","cancel never ","Negative",2
"4165","clue first ","Neutral",2
"4166","away went ","Neutral",2
"4167","barely understand ","Neutral",2
"4168","decided give ","Neutral",2
"4169","mobile went ","Neutral",2
"4170","people hard ","Negative",2
"4171","waiting minutes ","Neutral",2
"4172","top service ","Neutral",2
"4173","email back ","Neutral",2
"4174","told card ","Neutral",2
"4175","years customer ","Neutral",2
"4176","within first ","Neutral",2
"4177","services work ","Positive",2
"4178","mobile plan ","Neutral",2
"4179","seems care ","Positive",2
"4180","company wife ","Neutral",2
"4181","leave mobile ","Negative",2
"4182","data card ","Neutral",2
"4183","date weeks ","Neutral",2
"4184","part allowance ","Neutral",2
"4185","department phone ","Neutral",2
"4186","contract rang ","Neutral",2
"4187","lasted minutes ","Neutral",2
"4188","calls internet ","Neutral",2
"4189","lcd unit ","Neutral",2
"4190","register complaint ","Negative",2
"4191","bothered customer ","Negative",2
"4192","email asking ","Neutral",2
"4193","rude phone ","Negative",2
"4194","extortionate amount ","Neutral",2
"4195","sim old ","Neutral",2
"4196","daughters phone ","Neutral",2
"4197","continue order ","Positive",2
"4198","answered still ","Neutral",2
"4199","sign sim ","Neutral",2
"4200","internet working ","Positive",2
"4201","
""awful service ","Negative",2
"4202","back now ","Neutral",2
"4203","complaints customer ","Negative",2
"4204","young person ","Positive",2
"4205","use top ","Neutral",2
"4206","trying communicate ","Positive",2
"4207","needed new ","Positive",2
"4208","saying wanted ","Neutral",2
"4209","also take ","Neutral",2
"4210","next payment ","Negative",2
"4211","weeks service ","Neutral",2
"4212","alot people ","Neutral",2
"4213","money leave ","Positive",2
"4214","change phones ","Neutral",2
"4215","paid full ","Neutral",2
"4216","tell help ","Neutral",2
"4217","resolve one ","Positive",2
"4218","passed still ","Neutral",2
"4219","mobile comment ","Neutral",2
"4220","finally thought ","Positive",2
"4221","requested new ","Positive",2
"4222","contract return ","Neutral",2
"4223","nothing mobile ","Neutral",2
"4224","days even ","Neutral",2
"4225","trying many ","Neutral",2
"4226","times row ","Neutral",2
"4227","use calling ","Neutral",2
"4228","use service ","Neutral",2
"4229","hold half ","Neutral",2
"4230","years used ","Neutral",2
