"","wordcloud_bigram_th$ngrams","cat_sent_th","wordcloud_bigram_th$freq"
"49585","happened call ","Neutral",1
"49586","repeating date ","Neutral",1
"49587","confirmation cancellation ","Neutral",1
"49588","rohan kept ","Neutral",1
"49589","
""shocking customer ","Negative",1
"49590","week said ","Neutral",1
"49591","messages date ","Neutral",1
"49592","abroad going ","Neutral",1
"49593","thanks really ","Positive",1
"49594","never bother ","Negative",1
"49595","grateful compassion"", ","Positive",1
"49596","also rudely ","Neutral",1
"49597","time complaint ","Negative",1
"49598","abroad normally ","Neutral",1
"49599","address correct ","Positive",1
"49600","felt satisfactory ","Positive",1
"49601","bad wanted ","Negative",1
"49602","collectors wasted ","Negative",1
"49603","explaining don ","Neutral",1
"49604","file default ","Neutral",1
"49605","life back"", ","Neutral",1
"49606","except £ ","Neutral",1
"49607","contacted phone ","Neutral",1
"49608","package said ","Neutral",1
"49609","lied loyal ","Positive",1
"49610","open even ","Neutral",1
"49611","across smoothly ","Positive",1
"49612","disconnected going ","Negative",1
"49613","provided call ","Neutral",1
"49614","""generally ok ","Neutral",1
"49615","shows phone ","Neutral",1
"49616","tried fix ","Neutral",1
"49617","also purchased ","Neutral",1
"49618","grievance signal ","Negative",1
"49619","worts customer ","Neutral",1
"49620","return home ","Neutral",1
"49621","around pleasantly ","Positive",1
"49622","secure lte ","Positive",1
"49623","hand total ","Neutral",1
"49624","based advice ","Neutral",1
"49625","served ryan ","Neutral",1
"49626","fails find ","Negative",1
"49627","leaked phone ","Negative",1
"49628","number paccode ","Neutral",1
"49629","intend send ","Neutral",1
"49630","right listening ","Positive",1
"49631","loved using ","Positive",1
"49632","signal major ","Positive",1
"49633","stars edit ","Neutral",1
"49634","good trying ","Positive",1
"49635","roaming free ","Positive",1
"49636","people longer ","Neutral",1
"49637","pointed staff ","Neutral",1
"49638","generous allowance ","Positive",1
"49639","mid way ","Neutral",1
"49640","buy time ","Neutral",1
"49641","fading away ","Neutral",1
"49642","enough proof ","Negative",1
"49643","places used ","Neutral",1
"49644","communcation customer ","Neutral",1
"49645","means cheap ","Negative",1
"49646","review poor ","Negative",1
"49647","online chatted ","Neutral",1
"49648","accuse asking"", ","Negative",1
"49649","home text ","Neutral",1
"49650","phone chargeable ","Negative",1
"49651","repeat face ","Neutral",1
"49652","ive long ","Neutral",1
"49653","everything charging ","Neutral",1
"49654","cant thing ","Neutral",1
"49655","fight customer ","Negative",1
"49656","charged calls ","Neutral",1
"49657","complaint extremely ","Negative",1
"49658","next good ","Positive",1
"49659","slowing data ","Neutral",1
"49660","properly seem ","Positive",1
"49661","however trade ","Neutral",1
"49662","reliable even ","Positive",1
"49663","straw told ","Neutral",1
"49664","wont register ","Neutral",1
"49665","gone competitor ","Neutral",1
"49666","though top ","Neutral",1
"49667","think leaving ","Neutral",1
"49668","home"", ""happy ","Positive",1
"49669","reporting download ","Neutral",1
"49670","asked rang ","Neutral",1
"49671","note hutchison ","Neutral",1
"49672","year increase ","Positive",1
"49673","came within ","Neutral",1
"49674","customers became ","Neutral",1
"49675","
""year half ","Neutral",1
"49676","screens read ","Neutral",1
"49677","experience still ","Neutral",1
"49678","due lies ","Negative",1
"49679","every recording ","Neutral",1
"49680","web phone ","Neutral",1
"49681","alone feel ","Negative",1
"49682","warranty pay ","Positive",1
"49683","buy car ","Neutral",1
"49684","complain hoping ","Negative",1
"49685","grateful service ","Positive",1
"49686","unacceptable lesson ","Negative",1
"49687","help quite ","Neutral",1
"49688","transferred one ","Neutral",1
"49689","investigation back ","Neutral",1
"49690","experienced farce ","Negative",1
"49691","pay asian ","Negative",1
"49692","network cancel ","Negative",1
"49693","given offers ","Neutral",1
"49694","continuity service ","Positive",1
"49695","state response ","Neutral",1
"49696","told year ","Neutral",1
"49697","checked plan ","Neutral",1
"49698","process simple ","Neutral",1
"49699","month unlike ","Neutral",1
"49700","following awful ","Negative",1
"49701","load crap ","Negative",1
"49702","binge bits ","Neutral",1
"49703","informed date ","Neutral",1
"49704","home ended ","Neutral",1
"49705","call support ","Positive",1
"49706","""£ saved ","Positive",1
"49707","""moved wife ","Neutral",1
"49708","provider kept ","Neutral",1
"49709","cost money ","Positive",1
"49710","quite fun ","Positive",1
"49711","anymore stuck ","Negative",1
"49712","im uneducated ","Negative",1
"49713","party mobiclicks ","Neutral",1
"49714","phonesince send ","Neutral",1
"49715","recognise never ","Neutral",1
"49716","paid asked ","Neutral",1
"49717","understand continuing ","Positive",1
"49718","""new fair ","Positive",1
"49719","register good ","Positive",1
"49720","right travel ","Positive",1
"49721","hoops code ","Neutral",1
"49722","ever first ","Neutral",1
"49723","add bought ","Neutral",1
"49724","due system ","Neutral",1
"49725","frustrated unhappy ","Negative",1
"49726","right company ","Positive",1
"49727","networking money ","Positive",1
"49728","charged changed ","Neutral",1
"49729","joining partner ","Positive",1
"49730","successfully transfer ","Positive",1
"49731","one longer ","Neutral",1
"49732","move onto ","Neutral",1
"49733","europe us ","Neutral",1
"49734","hit charge ","Negative",1
"49735","must diabolical ","Negative",1
"49736","rights don ","Neutral",1
"49737","good especially ","Positive",1
"49738","t mean ","Neutral",1
"49739","given effect ","Neutral",1
"49740","know going"", ","Neutral",1
"49741","simply asked ","Neutral",1
"49742","happen tell ","Neutral",1
"49743","company horrible ","Negative",1
"49744","save ton ","Positive",1
"49745","experienced avoid ","Positive",1
"49746","finish august ","Neutral",1
"49747","operator"", 
""fabulous ","Positive",1
"49748","hour wait ","Negative",1
"49749","""awful awful ","Negative",1
"49750","pride without ","Positive",1
"49751","issues small ","Neutral",1
"49752","video network ","Neutral",1
"49753","far incredible ","Positive",1
"49754","browser reinstalling ","Neutral",1
"49755","contact psa ","Positive",1
"49756","big cities ","Positive",1
"49757","decided remain ","Neutral",1
"49758","disappointment waste ","Negative",1
"49759","""wow saved ","Positive",1
"49760","entirely companys ","Neutral",1
"49761","poorly constructed ","Negative",1
"49762","europe small ","Neutral",1
"49763","seek help ","Neutral",1
"49764","guarantee replied ","Positive",1
"49765","back original ","Neutral",1
"49766","say networks ","Neutral",1
"49767","going police ","Negative",1
"49768","teathering roaming ","Neutral",1
"49769","serviceupdate appreciate ","Positive",1
"49770","som one ","Neutral",1
"49771","abroad"", ""since ","Neutral",1
"49772","left side ","Neutral",1
"49773","clearly good ","Positive",1
"49774","pestered surveys ","Neutral",1
"49775","debit times ","Neutral",1
"49776","deal started ","Positive",1
"49777","incentive"", 
""worst ","Negative",1
"49778","""phoned renew ","Neutral",1
"49779","missing one ","Negative",1
"49780","shortly noticed ","Neutral",1
"49781","jokekeep u ","Neutral",1
"49782","let recover ","Positive",1
"49783","front paperwork ","Negative",1
"49784","hoping problem ","Negative",1
"49785","time sell ","Neutral",1
"49786","shame"", 
""worst ","Negative",1
"49787","despite email ","Neutral",1
"49788","abroad got ","Neutral",1
"49789","centre advisers ","Neutral",1
"49790","one blocked ","Negative",1
"49791","area report ","Neutral",1
"49792","big reduction ","Positive",1
"49793","resolver month ","Neutral",1
"49794","""think give ","Neutral",1
"49795","point wasn ","Neutral",1
"49796","go rang ","Neutral",1
"49797","price pre ","Neutral",1
"49798","found feel ","Positive",1
"49799","party taken ","Neutral",1
"49800","dubai extremely ","Neutral",1
"49801","strength crap ","Negative",1
"49802","signalconclusion actually ","Neutral",1
"49803","politely professionally ","Positive",1
"49804","company reps ","Neutral",1
"49805","spoken roaming ","Neutral",1
"49806","acting willing ","Positive",1
"49807","good basically ","Positive",1
"49808","exist accidentally ","Negative",1
"49809","years pay ","Negative",1
"49810","instead happy ","Positive",1
"49811","resolve received ","Positive",1
"49812","dodgy nd ","Neutral",1
"49813","either"", ""incompetent ","Negative",1
"49814","nice new ","Positive",1
"49815","customer try ","Neutral",1
"49816","remembered easy ","Positive",1
"49817","always way"", ","Neutral",1
"49818","possible data ","Neutral",1
"49819","unhelpful kept ","Negative",1
"49820","call voicemail ","Neutral",1
"49821","£ enquired ","Neutral",1
"49822","""absolutely shockingly ","Negative",1
"49823","like woman ","Positive",1
"49824","repeat exactly ","Neutral",1
"49825","really going ","Neutral",1
"49826","payment went ","Negative",1
"49827","sent wifes ","Neutral",1
"49828","passed higher ","Neutral",1
"49829","called challenge ","Negative",1
"49830","business lost ","Negative",1
"49831","often said ","Neutral",1
"49832","please fall ","Positive",1
"49833","mum waste ","Negative",1
"49834","account given ","Neutral",1
"49835","like vip ","Positive",1
"49836","promises service ","Positive",1
"49837","make point ","Neutral",1
"49838","now entered ","Neutral",1
"49839","number able ","Neutral",1
"49840","unawarnesssadim years ","Neutral",1
"49841","""excellent customer ","Positive",1
"49842","got landed ","Neutral",1
"49843","without teleportation ","Neutral",1
"49844","possible asked ","Neutral",1
"49845","someone sign ","Neutral",1
"49846","say lot ","Neutral",1
"49847","fleecing without ","Neutral",1
"49848","mistake trying ","Negative",1
"49849","back seems ","Neutral",1
"49850","advised way ","Neutral",1
"49851","reporti considered ","Neutral",1
"49852","broken law ","Negative",1
"49853","data optional ","Positive",1
"49854","worst cancelled ","Negative",1
"49855","home thoroughly ","Neutral",1
"49856","possible"", 
""every ","Neutral",1
"49857","abroad enables ","Neutral",1
"49858","people refuse ","Negative",1
"49859","strangely ee ","Negative",1
"49860","worked damn ","Negative",1
"49861","dirt"", ""guys ","Negative",1
"49862","contacted im ","Neutral",1
"49863","drop minute ","Neutral",1
"49864","still uk ","Neutral",1
"49865","state told ","Neutral",1
"49866","screen front ","Neutral",1
"49867","dealings"", ""worst ","Negative",1
"49868","sorted quickly"", ","Neutral",1
"49869","confusion misinformation ","Negative",1
"49870","remember present ","Positive",1
"49871","dongle connect ","Neutral",1
"49872","careful taking ","Positive",1
"49873","internet providing ","Positive",1
"49874","evening trying ","Neutral",1
"49875","lots perks ","Neutral",1
"49876","distort truth ","Positive",1
"49877","pay country ","Negative",1
"49878","news"", ""completely ","Positive",1
"49879","star absolutely"", ","Positive",1
"49880","successfully set ","Positive",1
"49881","cancel finally ","Negative",1
"49882","obviously something ","Neutral",1
"49883","literally contemplated ","Neutral",1
"49884","believe charges ","Neutral",1
"49885","happy back ","Positive",1
"49886","contract lengths ","Neutral",1
"49887","anybody"", ""wrote ","Neutral",1
"49888","back nightmare"", ","Negative",1
"49889","way stop ","Negative",1
"49890","remind contract ","Neutral",1
"49891","overall felt ","Neutral",1
"49892","frustrating makes ","Negative",1
"49893","processing useful ","Positive",1
"49894","days chance ","Positive",1
"49895","customers consideration ","Neutral",1
"49896","apologise upset ","Negative",1
"49897","holiday contract ","Positive",1
"49898","called apologise ","Neutral",1
"49899","stringent security ","Negative",1
"49900","service manhattan ","Neutral",1
"49901","else matter ","Neutral",1
"49902","team cancellations ","Neutral",1
"49903","minutes listening ","Neutral",1
"49904","pretty shocking ","Neutral",1
"49905","instructions use ","Neutral",1
"49906","changethankfully wellearned ","Neutral",1
"49907","wrong"", 
""option ","Negative",1
"49908","useless app ","Negative",1
"49909","english keep ","Neutral",1
"49910","got many ","Neutral",1
"49911","nayan customer ","Neutral",1
"49912","""amazingly £ ","Positive",1
"49913","wanted like ","Positive",1
"49914","got asked ","Neutral",1
"49915","""europe cost ","Neutral",1
"49916","marked resolved ","Positive",1
"49917","currently abroad ","Neutral",1
