"","wordcloud_bigram_vo$ngrams","cat_sent_vo","wordcloud_bigram_vo$freq"
"31626","maya egypt ","Neutral",1
"31627","downloads uploadsi ","Neutral",1
"31628","certainly found ","Positive",1
"31629","company hang ","Negative",1
"31630","girl taking ","Neutral",1
"31631","see live ","Neutral",1
"31632","better g ","Positive",1
"31633","normal tenancy ","Neutral",1
"31634","constant mbps ","Neutral",1
"31635","ago ten ","Neutral",1
"31636","gave correct ","Positive",1
"31637","""shockingly difficult ","Negative",1
"31638","paid work ","Positive",1
"31639","pay couple ","Negative",1
"31640","requested codes ","Neutral",1
"31641","argued hung ","Neutral",1
"31642","hai paisa"", ","Neutral",1
"31643","exposes corporations ","Negative",1
"31644","term charge ","Neutral",1
"31645","home rarely ","Neutral",1
"31646","rarely respond ","Neutral",1
"31647","fixed account ","Neutral",1
"31648","period cancell ","Neutral",1
"31649","imperative provided ","Neutral",1
"31650","fault"", ""terrible ","Negative",1
"31651","call international ","Neutral",1
"31652","signing time ","Neutral",1
"31653","called sam ","Neutral",1
"31654","joke charge ","Positive",1
"31655","easy saved ","Positive",1
"31656","knowledgeable gave ","Positive",1
"31657","phone worked ","Positive",1
"31658","hours someone ","Neutral",1
"31659","worn dealing ","Negative",1
"31660","reason bt ","Positive",1
"31661","enough storage ","Negative",1
"31662","county claims ","Neutral",1
"31663","singh spoke ","Neutral",1
"31664","premium included ","Positive",1
"31665","thinking little ","Neutral",1
"31666","staff local ","Neutral",1
"31667","broadband automatically ","Neutral",1
"31668","pay waste ","Negative",1
"31669","somehow cancelled ","Negative",1
"31670","problems live ","Negative",1
"31671","changed thing ","Neutral",1
"31672","company suprised ","Neutral",1
"31673","nowevery time ","Neutral",1
"31674","sim monday ","Neutral",1
"31675","information whole ","Positive",1
"31676","keeps going ","Neutral",1
"31677","plans renewed ","Positive",1
"31678","company consistent ","Positive",1
"31679","customer problems ","Negative",1
"31680","last yr ","Neutral",1
"31681","believe crapp ","Neutral",1
"31682","leave due ","Negative",1
"31683","hopefully better ","Positive",1
"31684","reward loyality ","Positive",1
"31685","add pack ","Neutral",1
"31686","useless"", 
""sad ","Negative",1
"31687","days money ","Positive",1
"31688","judgment forced ","Negative",1
"31689","s mine ","Neutral",1
"31690","declined thought ","Negative",1
"31691","excuse course ","Negative",1
"31692","plus every ","Neutral",1
"31693","setup factor ","Neutral",1
"31694","giving refunds ","Positive",1
"31695","come disaster ","Negative",1
"31696","anybody stucked ","Neutral",1
"31697","number credit ","Positive",1
"31698","sending offers ","Neutral",1
"31699","polite speak ","Positive",1
"31700","didnt work ","Positive",1
"31701","like complete ","Positive",1
"31702","weeks cancelled ","Negative",1
"31703","karte ha ","Neutral",1
"31704","something called ","Neutral",1
"31705","vodaphone finish ","Neutral",1
"31706","conversations resulting ","Neutral",1
"31707","also incressed ","Neutral",1
"31708","anyone know"", ","Neutral",1
"31709","refuse sell ","Negative",1
"31710","claims brilliantly ","Positive",1
"31711","claiming new ","Positive",1
"31712","advised wasn ","Neutral",1
"31713","terrible"", ""easily ","Negative",1
"31714","overall plan"", ","Neutral",1
"31715","good old ","Positive",1
"31716","hours issues ","Neutral",1
"31717","
""poor reviews ","Negative",1
"31718","service openreach ","Neutral",1
"31719","bill cut ","Negative",1
"31720","offer join ","Positive",1
"31721","might great ","Positive",1
"31722","shoot significantly ","Negative",1
"31723","chance respond ","Positive",1
"31724","threatening action ","Negative",1
"31725","paid brought ","Neutral",1
"31726","lies continued ","Negative",1
"31727","go company"", ","Neutral",1
"31728","maintenance waited ","Neutral",1
"31729","visit th ","Positive",1
"31730","spoke exceptionally ","Positive",1
"31731","exit door"", ","Neutral",1
"31732","installation attempt ","Neutral",1
"31733","recently phone ","Neutral",1
"31734","please message ","Positive",1
"31735","worth experience ","Positive",1
"31736","artists contract ","Neutral",1
"31737","wors black ","Negative",1
"31738","managed stop ","Negative",1
"31739","price sooner ","Neutral",1
"31740","troubles service ","Negative",1
"31741","difficult customers ","Negative",1
"31742","expense went ","Neutral",1
"31743","simple dd ","Neutral",1
"31744","clue worst ","Negative",1
"31745","happen charged ","Neutral",1
"31746","calls bundle ","Neutral",1
"31747","still access ","Neutral",1
"31748","gets message ","Neutral",1
"31749","qualified deal ","Positive",1
"31750","resist renewal ","Negative",1
"31751","heard go ","Neutral",1
"31752","sounding helpful ","Positive",1
"31753","good clear ","Positive",1
"31754","non capable ","Positive",1
"31755","got husbands ","Neutral",1
"31756","sell complain ","Negative",1
"31757","thiefs stole ","Negative",1
"31758","upgrade anyway ","Neutral",1
"31759","us phoned ","Neutral",1
"31760","thing absolute ","Negative",1
"31761","even child ","Positive",1
"31762","advice sales ","Neutral",1
"31763","calls £month ","Neutral",1
"31764","year quite ","Neutral",1
"31765","alot investigation ","Neutral",1
"31766","outside crappy ","Negative",1
"31767","different first ","Neutral",1
"31768","""currently hold ","Neutral",1
"31769","roaming wrong ","Negative",1
"31770","ombudsman now ","Neutral",1
"31771","port pay ","Negative",1
"31772","reason advised ","Positive",1
"31773","error aside ","Negative",1
"31774","salesman set ","Neutral",1
"31775","third world ","Neutral",1
"31776","month russia ","Neutral",1
"31777","good since ","Positive",1
"31778","goodbye go ","Neutral",1
"31779","useless one ","Negative",1
"31780","letter shop ","Neutral",1
"31781","issues joined ","Positive",1
"31782","go mb ","Neutral",1
"31783","resolve case ","Positive",1
"31784","complete utter ","Neutral",1
"31785","phones cut ","Negative",1
"31786","recognition system ","Neutral",1
"31787","
""months complete ","Neutral",1
"31788","holiday work ","Positive",1
"31789","use clearly ","Positive",1
"31790","hold cut ","Negative",1
"31791","shekh asked ","Neutral",1
"31792","call rectify ","Positive",1
"31793","automated bill ","Neutral",1
"31794","gb explained ","Neutral",1
"31795","german written ","Neutral",1
"31796","disappointing"", ""worst ","Negative",1
"31797","cease contract ","Neutral",1
"31798","fault yet ","Negative",1
"31799","locked voda ","Neutral",1
"31800","hour reach ","Neutral",1
"31801","came gb ","Neutral",1
"31802","someone stayed ","Neutral",1
"31803","checking apn ","Neutral",1
"31804","faster ancient ","Positive",1
"31805","number line ","Neutral",1
"31806","regular paying ","Neutral",1
"31807","imagine surprise ","Positive",1
"31808","less gb ","Neutral",1
"31809","promised ans ","Positive",1
"31810","days months ","Neutral",1
"31811","provide account ","Positive",1
"31812","organisation advice ","Neutral",1
"31813","resolve query ","Positive",1
"31814","challenged put ","Neutral",1
"31815","ve disgraceful ","Negative",1
"31816","called explain ","Neutral",1
"31817","failed staff ","Negative",1
"31818","broadband bother ","Negative",1
"31819","website chat ","Neutral",1
"31820","issues fixed ","Neutral",1
"31821","convinced change ","Positive",1
"31822","bad strongest ","Neutral",1
"31823","twice hours ","Neutral",1
"31824","forgot name ","Neutral",1
"31825","deals soon ","Neutral",1
"31826","trip show ","Neutral",1
"31827","signed somehow ","Neutral",1
"31828","common threadpromised ","Neutral",1
"31829","frustrated cheap ","Negative",1
"31830","resulted phone ","Neutral",1
"31831","hrs guess ","Neutral",1
"31832","penalty failure ","Negative",1
"31833","premium almost ","Neutral",1
"31834","witnessed"", ""contract ","Neutral",1
"31835","rojeh ve ","Neutral",1
"31836","reviews put ","Neutral",1
"31837","unloyal don ","Neutral",1
"31838","years personally ","Neutral",1
"31839","tight money ","Positive",1
"31840","arrange everything ","Neutral",1
"31841","numbertracking details ","Neutral",1
"31842","ends"", ""really ","Neutral",1
"31843","dec supposed ","Neutral",1
"31844","told use ","Neutral",1
"31845","executive told ","Neutral",1
"31846","childrens tablets ","Neutral",1
"31847","whether customer ","Neutral",1
"31848","cancel celebrating ","Neutral",1
"31849","clear balance ","Positive",1
"31850","far o ","Neutral",1
"31851","calls going ","Neutral",1
"31852","happentotally peeed ","Neutral",1
"31853","given said ","Neutral",1
"31854","rose gold ","Positive",1
"31855","organised took ","Neutral",1
"31856","like greenisp ","Positive",1
"31857","teams change ","Neutral",1
"31858","additional bundle ","Positive",1
"31859","leprosy broadband ","Negative",1
"31860","even socket ","Neutral",1
"31861","back otherwise ","Neutral",1
"31862","multiple lines ","Neutral",1
"31863","poor sevice ","Negative",1
"31864","servicereception sales ","Neutral",1
"31865","cent"", ""wish ","Positive",1
"31866","seems recently ","Neutral",1
"31867","long switch ","Neutral",1
"31868","agreed cancellation ","Positive",1
"31869","later engineers ","Neutral",1
"31870","disappointed life ","Negative",1
"31871","certain network ","Positive",1
"31872","""never speak ","Neutral",1
"31873","hours go ","Neutral",1
"31874","deal exsist ","Positive",1
"31875","recieve cocky ","Negative",1
"31876","made month ","Neutral",1
"31877","immeasurable almost ","Neutral",1
"31878","happened always ","Neutral",1
"31879","asking full ","Neutral",1
"31880","returned everything ","Neutral",1
"31881","changed daughters ","Neutral",1
"31882","now signed ","Neutral",1
"31883","worked robotic ","Neutral",1
"31884","informed prior ","Neutral",1
"31885","agreed incorrect ","Negative",1
"31886","dd still ","Neutral",1
"31887","min made ","Neutral",1
"31888","text understood ","Neutral",1
"31889","arrived direct ","Neutral",1
"31890","chat shall ","Neutral",1
"31891","bad range ","Negative",1
"31892","customers"", 
""deserves ","Neutral",1
"31893","accept note ","Positive",1
"31894","guidelines responding ","Neutral",1
"31895","code shameful ","Negative",1
"31896","kind serviceconsidering ","Positive",1
"31897","email claiming ","Neutral",1
"31898","anything extremely ","Neutral",1
"31899","countries germany ","Neutral",1
"31900","reconnected wrong ","Negative",1
"31901","cut asked ","Negative",1
"31902","even managers ","Neutral",1
"31903","nearly ms ","Neutral",1
"31904","internet nearly ","Neutral",1
"31905","live large ","Neutral",1
"31906","number anyway ","Neutral",1
"31907","effectively holding ","Positive",1
"31908","say need ","Neutral",1
"31909","supposed know ","Neutral",1
"31910","stayedsix months ","Neutral",1
"31911","inexplicably listed ","Neutral",1
"31912","now refuse ","Negative",1
"31913","policy regret ","Negative",1
"31914","great loss ","Negative",1
"31915","point wait ","Negative",1
"31916","years continue ","Positive",1
"31917","clearly wrote ","Positive",1
"31918","change persisted ","Neutral",1
"31919","taken store ","Neutral",1
"31920","price call ","Neutral",1
"31921","tablet however ","Neutral",1
"31922","registered filled ","Neutral",1
"31923","change karo ","Neutral",1
"31924","visit monday ","Positive",1
"31925","rude manner ","Negative",1
"31926","need run ","Neutral",1
"31927","debit got ","Neutral",1
"31928","results support ","Positive",1
"31929","card way ","Neutral",1
"31930","£ lies ","Negative",1
"31931","add total ","Neutral",1
"31932","look decent ","Positive",1
"31933","havent recieved ","Neutral",1
"31934","without bothering ","Negative",1
"31935","sky put ","Neutral",1
"31936","service tube ","Neutral",1
"31937","promised different ","Positive",1
"31938","use tourist ","Neutral",1
"31939","need say"", ","Neutral",1
"31940","charged per ","Neutral",1
"31941","requests everyone ","Neutral",1
"31942","calendar month ","Neutral",1
"31943","march spend ","Neutral",1
"31944","poor listening ","Negative",1
"31945","eventually much ","Neutral",1
"31946","find sim ","Neutral",1
"31947","phone declined ","Negative",1
"31948","sure heard ","Neutral",1
"31949","mistake going ","Negative",1
"31950","know surveys ","Neutral",1
"31951","ensure offer ","Positive",1
"31952","ms speedtest ","Neutral",1
"31953","proof contract ","Neutral",1
"31954","less years ","Neutral",1
"31955","subscription clearly ","Positive",1
"31956","higher amount ","Neutral",1
"31957","t turned ","Neutral",1
"31958","reliable service ","Positive",1
"31959","asking release ","Neutral",1
"31960","refused help ","Negative",1
