"","wordcloud_bigram_ee$ngrams","cat_sent_ee","wordcloud_bigram_ee$freq"
"51164","migrate bundle ","Neutral",1
"51165","know least ","Neutral",1
"51166","yearsthree cheers ","Positive",1
"51167","voicemail called ","Neutral",1
"51168","anyway"", ""mobile ","Neutral",1
"51169","something excellent ","Positive",1
"51170","quid go ","Neutral",1
"51171","fix broadband ","Neutral",1
"51172","horror days ","Negative",1
"51173","aidan ireland ","Neutral",1
"51174","upset result ","Negative",1
"51175","lazy laid ","Negative",1
"51176","fobbed customer ","Neutral",1
"51177","thought work ","Positive",1
"51178","mobile back ","Neutral",1
"51179","wait install ","Negative",1
"51180","puzzling reception ","Negative",1
"51181","right next ","Positive",1
"51182","patience gave ","Positive",1
"51183","told product ","Neutral",1
"51184","giving negative ","Negative",1
"51185","travel back ","Neutral",1
"51186","holiday pictures ","Positive",1
"51187","cap rinsed ","Neutral",1
"51188","permanently now ","Negative",1
"51189","contacts especially ","Neutral",1
"51190","""went reading ","Positive",1
"51191","often took ","Neutral",1
"51192","asked log ","Neutral",1
"51193","request setting ","Neutral",1
"51194","since advising ","Neutral",1
"51195","handset put ","Neutral",1
"51196","agreed connection ","Positive",1
"51197","part open ","Neutral",1
"51198","credit cash ","Positive",1
"51199","reviews joined ","Positive",1
"51200","advice work ","Positive",1
"51201","book outsmarting ","Neutral",1
"51202","three much ","Neutral",1
"51203","replied find ","Neutral",1
"51204","uk extortionate ","Neutral",1
"51205","driver got ","Neutral",1
"51206","mid november ","Neutral",1
"51207","think sign ","Neutral",1
"51208","worst coverage ","Negative",1
"51209","phone support ","Positive",1
"51210","apologised misleading ","Negative",1
"51211","sense happy ","Positive",1
"51212","phone etc ","Neutral",1
"51213","upgrade charge ","Neutral",1
"51214","text went ","Neutral",1
"51215","problems endless ","Negative",1
"51216","messiing arent ","Neutral",1
"51217","basically ve ","Neutral",1
"51218","asked divulge ","Neutral",1
"51219","disappointed rating ","Negative",1
"51220","engineers report ","Neutral",1
"51221","name hassle ","Negative",1
"51222","ridiculous"", ""terrible ","Negative",1
"51223","unlocked iphone ","Neutral",1
"51224","someone doesn ","Neutral",1
"51225","hour spent ","Negative",1
"51226","back outstanding ","Positive",1
"51227","instructions right ","Positive",1
"51228","left going ","Neutral",1
"51229","
""even using ","Neutral",1
"51230","explained londonderry ","Neutral",1
"51231","renewed contract"", ","Positive",1
"51232","return loss ","Negative",1
"51233","despite takin ","Neutral",1
"51234","fuc king ","Positive",1
"51235","coverage return ","Neutral",1
"51236","easy access ","Positive",1
"51237","agent handle ","Neutral",1
"51238","thought inquiry ","Neutral",1
"51239","give percent ","Neutral",1
"51240","sold called ","Neutral",1
"51241","busy job ","Neutral",1
"51242","secons line ","Neutral",1
"51243","connected data ","Neutral",1
"51244","bro works ","Positive",1
"51245","thing transfer ","Neutral",1
"51246","upgrade times ","Neutral",1
"51247","advising end ","Neutral",1
"51248","credited yes ","Positive",1
"51249","told visit ","Positive",1
"51250","let finish ","Neutral",1
"51251","blame fiftyfifty ","Negative",1
"51252","back ignited ","Neutral",1
"51253","means send ","Neutral",1
"51254","saying offering ","Neutral",1
"51255","active call ","Positive",1
"51256","phone big ","Positive",1
"51257","suggest write ","Neutral",1
"51258","irritating frustrating ","Negative",1
"51259","phone joined ","Positive",1
"51260","closest enquire ","Neutral",1
"51261","perhaps competition ","Negative",1
"51262","example leaving ","Neutral",1
"51263","trusting customers ","Positive",1
"51264","agree ring ","Positive",1
"51265","t mention ","Neutral",1
"51266","wise incredibly ","Positive",1
"51267","vanish trying ","Neutral",1
"51268","people understand ","Neutral",1
"51269","exceeds needs ","Positive",1
"51270","everyone big ","Positive",1
"51271","telephone store ","Neutral",1
"51272","holcroft really ","Neutral",1
"51273","help spoil ","Negative",1
"51274","earth consumers ","Neutral",1
"51275","value"", ""ok ","Neutral",1
"51276","staff willing ","Positive",1
"51277","upgraded twice ","Positive",1
"51278","reminder message ","Neutral",1
"51279","better o ","Positive",1
"51280","enemy extremely ","Negative",1
"51281","minutes hardly ","Neutral",1
"51282","streaming talking ","Neutral",1
"51283","went customer ","Neutral",1
"51284","resulted man ","Neutral",1
"51285","centre literally ","Neutral",1
"51286","lies ext ","Negative",1
"51287","try back ","Neutral",1
"51288","big useless ","Negative",1
"51289","ever resolved ","Positive",1
"51290","meant gb ","Neutral",1
"51291","still annoyed ","Negative",1
"51292","blow away"", ","Negative",1
"51293","consistency ability ","Positive",1
"51294","heartbeat billing ","Neutral",1
"51295","landline top ","Neutral",1
"51296","chat largely ","Neutral",1
"51297","emailed gentleman ","Positive",1
"51298","""mobile instead ","Neutral",1
"51299","expires"", 
""contract ","Neutral",1
"51300","account kept ","Neutral",1
"51301","help lost ","Negative",1
"51302","yet giffgaff ","Neutral",1
"51303","allow surf ","Positive",1
"51304","regarding transaction ","Neutral",1
"51305","excellent going ","Positive",1
"51306","phone bolton ","Neutral",1
"51307","assume teenage ","Neutral",1
"51308","beyond job ","Neutral",1
"51309","book hotel ","Neutral",1
"51310","carry overpriced ","Negative",1
"51311","suppliers offer ","Positive",1
"51312","nearly whole ","Neutral",1
"51313","small think ","Neutral",1
"51314","add told ","Neutral",1
"51315","orange become ","Neutral",1
"51316","ofcom"", 
""despite ","Neutral",1
"51317","told checked ","Neutral",1
"51318","help promised ","Positive",1
"51319","rude men ","Negative",1
"51320","fathers delivered ","Neutral",1
"51321","replied nothing ","Neutral",1
"51322","mobiles avoid"", ","Negative",1
"51323","australia first ","Neutral",1
"51324","know find ","Neutral",1
"51325","o mistake ","Negative",1
"51326","bad thing ","Negative",1
"51327","pleasant enough ","Positive",1
"51328","left leaving ","Neutral",1
"51329","fluctuate massively ","Neutral",1
"51330","files called ","Neutral",1
"51331","bad message ","Negative",1
"51332","device reaches ","Neutral",1
"51333","push hind"", ","Neutral",1
"51334","details believe ","Neutral",1
"51335","notified needing ","Neutral",1
"51336","around two ","Neutral",1
"51337","english account ","Neutral",1
"51338","deal previously ","Positive",1
"51339","cough change ","Negative",1
"51340","rude lying ","Negative",1
"51341","internet close ","Neutral",1
"51342","irish better ","Positive",1
"51343","talk find ","Positive",1
"51344","retail environment ","Neutral",1
"51345","ah need ","Neutral",1
"51346","company existencepoor ","Neutral",1
"51347","worth followup ","Positive",1
"51348","bought mobile ","Neutral",1
"51349","dials follows ","Neutral",1
"51350","came pm ","Neutral",1
"51351","contracts sim ","Neutral",1
"51352","cheap deals ","Negative",1
"51353","year return ","Neutral",1
"51354","continually charged ","Neutral",1
"51355","talk party ","Positive",1
"51356","well two ","Positive",1
"51357","incomprehensible £ ","Negative",1
"51358","sort whatever ","Neutral",1
"51359","future dealings ","Neutral",1
"51360","said details ","Neutral",1
"51361","ago"", 
""took ","Neutral",1
"51362","anywhere basically ","Neutral",1
"51363","place wait ","Negative",1
"51364","forced accept ","Positive",1
"51365","constantly losing ","Negative",1
"51366","moving contracts ","Neutral",1
"51367","pound clearly ","Positive",1
"51368","confused let ","Negative",1
"51369","another guess ","Neutral",1
"51370","paying phoned ","Neutral",1
"51371","received txt ","Positive",1
"51372","cover many ","Neutral",1
"51373","rolling contractsic ","Neutral",1
"51374","got absolutely ","Neutral",1
"51375","phone originally ","Neutral",1
"51376","item charged ","Neutral",1
"51377","problem payment ","Negative",1
"51378","heed warning ","Negative",1
"51379","home"", ""called ","Neutral",1
"51380","shrank breach ","Negative",1
"51381","complaint someone ","Negative",1
"51382","companies huge ","Neutral",1
"51383","customers"", ""promised ","Positive",1
"51384","sure executive ","Neutral",1
"51385","services london ","Neutral",1
"51386","probably forget ","Negative",1
"51387","yeah received ","Positive",1
"51388","walk initiate ","Neutral",1
"51389","despite order ","Neutral",1
"51390","single now ","Neutral",1
"51391","id revealed ","Neutral",1
"51392","understand internet ","Neutral",1
"51393","payg pay ","Negative",1
"51394","less currently ","Neutral",1
"51395","another request ","Neutral",1
"51396","fairness put ","Positive",1
"51397","prove cuz ","Positive",1
"51398","site surprise ","Positive",1
"51399","good now ","Positive",1
"51400","remaining term ","Neutral",1
"51401","friendly"", ""got ","Positive",1
"51402","disgrace company ","Negative",1
"51403","absolutely better ","Positive",1
"51404","
""wanted new ","Positive",1
"51405","provider"", ""ever ","Neutral",1
"51406","following online ","Neutral",1
"51407","done £ ","Neutral",1
"51408","trade mother ","Neutral",1
"51409","date delayed ","Negative",1
"51410","
""avoid like ","Neutral",1
"51411","arose laziness ","Negative",1
"51412","m going ","Neutral",1
"51413","separate paid ","Neutral",1
"51414","team impossible ","Negative",1
"51415","sorry lost ","Negative",1
"51416","data also ","Neutral",1
"51417","expired months ","Negative",1
"51418","understandings"", ""applied ","Neutral",1
"51419","gave dd ","Neutral",1
"51420","hour listening ","Neutral",1
"51421","rights immediately ","Neutral",1
"51422","cost knew ","Neutral",1
"51423","put bar ","Neutral",1
"51424","say brian ","Neutral",1
"51425","battery swollen ","Negative",1
"51426","minus glad ","Positive",1
"51427","nobody phoned ","Neutral",1
"51428","terrible committed ","Negative",1
"51429","strange way ","Negative",1
"51430","test apps ","Neutral",1
"51431","instal new ","Positive",1
"51432","logged previous ","Neutral",1
"51433","go cancelling ","Negative",1
"51434","transaction tracked ","Neutral",1
"51435","paying p ","Neutral",1
"51436","often higher ","Neutral",1
"51437","yet actually ","Neutral",1
"51438","medium level ","Positive",1
"51439","laptop turned ","Neutral",1
"51440","""thought getting ","Neutral",1
"51441","completely happened ","Positive",1
"51442","review trustpilot ","Neutral",1
"51443","abroad calls ","Neutral",1
"51444","process timely ","Positive",1
"51445","choice look ","Positive",1
"51446","customer fed ","Neutral",1
"51447","little things ","Neutral",1
"51448","paid"", ""looking ","Neutral",1
"51449","greater download ","Positive",1
"51450","greatextremely grateful ","Positive",1
"51451","top different ","Neutral",1
"51452","etc upgraded ","Positive",1
"51453","""bad expected ","Negative",1
"51454","seems keep ","Neutral",1
"51455","chat contact ","Positive",1
"51456","times poor ","Negative",1
"51457","cancelled although ","Negative",1
"51458","confidentialitybreach want ","Neutral",1
"51459","abroad might ","Neutral",1
"51460","internet goes ","Neutral",1
"51461","working laptop ","Positive",1
"51462","manager person ","Neutral",1
"51463","bar charges ","Neutral",1
"51464","care happily ","Positive",1
"51465","service consistently ","Positive",1
"51466","papers ridiculous ","Negative",1
"51467","promised broadband ","Positive",1
"51468","screen redirected ","Neutral",1
"51469","remotely bothered ","Negative",1
"51470","customers opinions ","Neutral",1
"51471","show agreed ","Positive",1
"51472","speeds incredible ","Positive",1
"51473","gave alternative ","Neutral",1
"51474","bank bill ","Neutral",1
"51475","another investigation ","Neutral",1
"51476","delivery local ","Positive",1
"51477","sorry repair ","Negative",1
"51478","networks upgrade ","Neutral",1
"51479","basic questions ","Neutral",1
"51480","continuously drops ","Neutral",1
"51481","point call"", ","Neutral",1
"51482","give shocking ","Negative",1
"51483","email mail ","Neutral",1
"51484","profiteering gap ","Neutral",1
"51485","grabbing first ","Neutral",1
"51486","overheat constantly ","Neutral",1
"51487","beyond fair ","Positive",1
"51488","like day ","Positive",1
"51489","deliveries next ","Neutral",1
"51490","chap calledian ","Neutral",1
"51491","ends pay ","Negative",1
"51492","take photo ","Neutral",1
"51493","starting act ","Neutral",1
"51494","cope way ","Neutral",1
"51495","sale organisations ","Neutral",1
"51496","internet nightmare ","Negative",1
"51497","advise dont ","Positive",1
"51498","liked web ","Positive",1
"51499","website fairly ","Positive",1
